order_id,invoice_no,order_date,invoice_date,delivery_date,payment_due_date,vendor_id,vendor_name,gst_number,vendor_state,vendor_contact,item_id,item_name,item_category,hsn_code,quantity,unit,unit_price,taxable_amount,cgst_rate,cgst_amount,sgst_rate,sgst_amount,total_tax,total_invoice_amount,payment_status,payment_mode,payment_date,transaction_id,transport_mode,eway_bill_no,received_by,quality_check_status,remarks
3224,INV-13224,2025-07-06,2025-07-09,2025-07-10,2025-08-08,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919738927488,I003,Grey Fabric,Fabric,6006,148,Kg,374,55352,9,4981.68,9,4981.68,9963.36,65315.36,Partial,Cheque,,TXN706412,Courier,EWB8626379,Suresh,Approved,
3225,INV-13225,2024-09-10,2024-09-11,2024-09-12,2024-10-11,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919909459468,I001,Cotton Yarn,Yarn,5205,259,Kg,298,77182,9,6946.38,9,6946.38,13892.76,91074.76,Paid,RTGS,,TXN588538,Road,EWB9648492,Suresh,Approved,
3226,INV-13226,2025-08-10,2025-08-15,2025-08-18,2025-09-14,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917642973834,I005,Knitted Cloth,Fabric,6001,332,Kg,166,55112,9,4960.08,9,4960.08,9920.16,65032.16,Pending,NEFT,2025-08-15,TXN718856,Road,EWB9414247,Kumar,Rejected,
3227,INV-13227,2025-09-12,2025-09-15,2025-09-20,2025-10-15,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918543534560,I005,Knitted Cloth,Fabric,6001,933,Kg,492,459036,9,41313.24,9,41313.24,82626.48,541662.48,Pending,UPI,,TXN983737,Road,EWB5000833,Suresh,Rejected,
3228,INV-13228,2024-09-02,2024-09-05,2024-09-06,2024-10-05,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917523831789,I003,Grey Fabric,Fabric,6006,818,Kg,190,155420,9,13987.8,9,13987.8,27975.6,183395.6,Pending,UPI,,TXN711536,Road,EWB8898950,Kumar,Rejected,
3229,INV-13229,2024-12-17,2024-12-18,2024-12-23,2025-01-17,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916214916016,I004,Dyed Fabric,Fabric,6005,437,Kg,247,107939,9,9714.51,9,9714.51,19429.02,127368.02,Pending,NEFT,2024-12-18,TXN726981,Road,EWB4708735,Ravi,Approved,
3230,INV-13230,2025-12-26,2025-12-29,2026-01-05,2026-01-28,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918331464550,I003,Grey Fabric,Fabric,6006,389,Kg,365,141985,9,12778.65,9,12778.65,25557.3,167542.3,Partial,UPI,2025-12-29,TXN847110,Road,EWB3315674,Suresh,Rejected,
3231,INV-13231,2025-12-03,2025-12-07,2025-12-12,2026-01-06,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918805842462,I002,Polyester Yarn,Yarn,5402,841,Kg,191,160631,9,14456.79,9,14456.79,28913.58,189544.58000000002,Pending,NEFT,2025-12-07,TXN288374,Road,EWB6245224,Ravi,Approved,
3232,INV-13232,2025-03-24,2025-03-25,2025-03-26,2025-04-24,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916964714618,I002,Polyester Yarn,Yarn,5402,523,Kg,377,197171,9,17745.39,9,17745.39,35490.78,232661.78,Pending,NEFT,2025-03-25,TXN432805,Courier,EWB1687625,Suresh,Rejected,
3233,INV-13233,2025-02-26,2025-03-03,2025-03-07,2025-04-02,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919360753527,I004,Dyed Fabric,Fabric,6005,217,Kg,330,71610,9,6444.9,9,6444.9,12889.8,84499.8,Pending,NEFT,,TXN862801,Courier,EWB5498356,Ravi,Approved,
3234,INV-13234,2025-11-12,2025-11-14,2025-11-19,2025-12-14,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917038699250,I004,Dyed Fabric,Fabric,6005,877,Kg,150,131550,9,11839.5,9,11839.5,23679.0,155229.0,Partial,UPI,2025-11-14,TXN868126,Courier,EWB5133098,Ravi,Approved,
3235,INV-13235,2025-01-18,2025-01-19,2025-01-24,2025-02-18,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919753605581,I003,Grey Fabric,Fabric,6006,543,Kg,230,124890,9,11240.1,9,11240.1,22480.2,147370.2,Paid,UPI,,TXN532736,Courier,EWB1534462,Kumar,Approved,
3236,INV-13236,2024-03-12,2024-03-17,2024-03-20,2024-04-16,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917315620391,I005,Knitted Cloth,Fabric,6001,338,Kg,376,127088,9,11437.92,9,11437.92,22875.84,149963.84,Paid,Cheque,,TXN919857,Courier,EWB2299297,Ravi,Approved,
3237,INV-13237,2024-07-08,2024-07-10,2024-07-14,2024-08-09,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919875014887,I001,Cotton Yarn,Yarn,5205,653,Kg,435,284055,9,25564.95,9,25564.95,51129.9,335184.9,Partial,Cheque,2024-07-10,TXN488960,Road,EWB1071766,Kumar,Rejected,
3238,INV-13238,2025-03-05,2025-03-10,2025-03-15,2025-04-09,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+916766310688,I005,Knitted Cloth,Fabric,6001,546,Kg,422,230412,9,20737.08,9,20737.08,41474.16,271886.16000000003,Pending,RTGS,2025-03-10,TXN788307,Courier,EWB5880755,Anita,Rejected,
3239,INV-13239,2024-07-06,2024-07-11,2024-07-18,2024-08-10,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918844577576,I005,Knitted Cloth,Fabric,6001,915,Kg,247,226005,9,20340.45,9,20340.45,40680.9,266685.9,Pending,UPI,2024-07-11,TXN270871,Road,EWB4155094,Anita,Approved,
3240,INV-13240,2024-06-16,2024-06-18,2024-06-20,2024-07-18,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917319397229,I005,Knitted Cloth,Fabric,6001,675,Kg,387,261225,9,23510.25,9,23510.25,47020.5,308245.5,Paid,RTGS,2024-06-18,TXN434605,Road,EWB1094044,Kumar,Approved,
3241,INV-13241,2025-06-09,2025-06-13,2025-06-20,2025-07-13,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916043366500,I003,Grey Fabric,Fabric,6006,546,Kg,375,204750,9,18427.5,9,18427.5,36855.0,241605.0,Paid,UPI,,TXN888976,Road,EWB7824037,Kumar,Approved,
3242,INV-13242,2025-02-13,2025-02-16,2025-02-19,2025-03-18,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918430260044,I004,Dyed Fabric,Fabric,6005,699,Kg,458,320142,9,28812.78,9,28812.78,57625.56,377767.56,Paid,NEFT,2025-02-16,TXN794418,Courier,EWB6747380,Suresh,Approved,
3243,INV-13243,2025-04-26,2025-04-27,2025-05-04,2025-05-27,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917126593448,I005,Knitted Cloth,Fabric,6001,583,Kg,474,276342,9,24870.78,9,24870.78,49741.56,326083.56,Paid,NEFT,,TXN190781,Courier,EWB6478585,Kumar,Approved,
3244,INV-13244,2024-09-24,2024-09-27,2024-10-01,2024-10-27,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918048168407,I003,Grey Fabric,Fabric,6006,994,Kg,323,321062,9,28895.58,9,28895.58,57791.16,378853.16000000003,Partial,Cheque,2024-09-27,TXN539601,Courier,EWB9728194,Anita,Rejected,
3245,INV-13245,2025-08-25,2025-08-27,2025-08-31,2025-09-26,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918563918790,I002,Polyester Yarn,Yarn,5402,739,Kg,264,195096,9,17558.64,9,17558.64,35117.28,230213.28,Pending,RTGS,2025-08-27,TXN977965,Road,EWB6850463,Ravi,Approved,
3246,INV-13246,2024-12-31,2025-01-02,2025-01-03,2025-02-01,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918491631073,I003,Grey Fabric,Fabric,6006,335,Kg,482,161470,9,14532.3,9,14532.3,29064.6,190534.6,Partial,UPI,,TXN507234,Courier,EWB1043919,Suresh,Approved,
3247,INV-13247,2024-06-12,2024-06-13,2024-06-15,2024-07-13,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916435779253,I003,Grey Fabric,Fabric,6006,167,Kg,158,26386,9,2374.74,9,2374.74,4749.48,31135.48,Paid,UPI,2024-06-13,TXN360661,Courier,EWB1841156,Anita,Rejected,
3248,INV-13248,2025-01-18,2025-01-21,2025-01-26,2025-02-20,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918879302185,I005,Knitted Cloth,Fabric,6001,234,Kg,215,50310,9,4527.9,9,4527.9,9055.8,59365.8,Pending,NEFT,2025-01-21,TXN967609,Road,EWB3432378,Ravi,Approved,
3249,INV-13249,2024-04-26,2024-05-01,2024-05-04,2024-05-31,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918338018743,I002,Polyester Yarn,Yarn,5402,374,Kg,167,62458,9,5621.22,9,5621.22,11242.44,73700.44,Paid,NEFT,,TXN697853,Road,EWB5824318,Suresh,Approved,
3250,INV-13250,2024-07-31,2024-08-03,2024-08-04,2024-09-02,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+916249093953,I001,Cotton Yarn,Yarn,5205,799,Kg,261,208539,9,18768.51,9,18768.51,37537.02,246076.02,Paid,RTGS,2024-08-03,TXN300342,Road,EWB5784995,Kumar,Approved,
3251,INV-13251,2025-11-14,2025-11-17,2025-11-23,2025-12-17,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916501395426,I003,Grey Fabric,Fabric,6006,573,Kg,415,237795,9,21401.55,9,21401.55,42803.1,280598.1,Partial,RTGS,2025-11-17,TXN281985,Courier,EWB9079559,Suresh,Rejected,
3252,INV-13252,2025-04-17,2025-04-22,2025-04-26,2025-05-22,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919392793267,I001,Cotton Yarn,Yarn,5205,426,Kg,207,88182,9,7936.38,9,7936.38,15872.76,104054.76,Pending,NEFT,2025-04-22,TXN305956,Road,EWB7394223,Kumar,Rejected,
3253,INV-13253,2025-09-13,2025-09-15,2025-09-16,2025-10-15,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917983624285,I004,Dyed Fabric,Fabric,6005,201,Kg,429,86229,9,7760.61,9,7760.61,15521.22,101750.22,Partial,RTGS,,TXN949260,Courier,EWB4783671,Kumar,Rejected,
3254,INV-13254,2025-03-30,2025-04-03,2025-04-04,2025-05-03,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919619538554,I004,Dyed Fabric,Fabric,6005,613,Kg,452,277076,9,24936.84,9,24936.84,49873.68,326949.68,Paid,UPI,,TXN879621,Courier,EWB9096985,Suresh,Approved,
3255,INV-13255,2024-12-23,2024-12-26,2025-01-01,2025-01-25,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916751663310,I003,Grey Fabric,Fabric,6006,858,Kg,238,204204,9,18378.36,9,18378.36,36756.72,240960.72,Partial,NEFT,2024-12-26,TXN533863,Courier,EWB5459534,Kumar,Approved,
3256,INV-13256,2025-03-06,2025-03-11,2025-03-14,2025-04-10,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919711174517,I002,Polyester Yarn,Yarn,5402,355,Kg,412,146260,9,13163.4,9,13163.4,26326.8,172586.8,Partial,NEFT,2025-03-11,TXN586615,Courier,EWB1196765,Ravi,Approved,
3257,INV-13257,2025-04-14,2025-04-19,2025-04-20,2025-05-19,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918417831287,I001,Cotton Yarn,Yarn,5205,799,Kg,354,282846,9,25456.14,9,25456.14,50912.28,333758.28,Paid,UPI,2025-04-19,TXN455677,Road,EWB1632086,Suresh,Rejected,
3258,INV-13258,2024-09-29,2024-10-03,2024-10-08,2024-11-02,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+919768998311,I001,Cotton Yarn,Yarn,5205,420,Kg,308,129360,9,11642.4,9,11642.4,23284.8,152644.8,Paid,RTGS,2024-10-03,TXN782325,Courier,EWB4228301,Anita,Approved,
3259,INV-13259,2024-10-19,2024-10-22,2024-10-29,2024-11-21,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+916367769005,I001,Cotton Yarn,Yarn,5205,980,Kg,451,441980,9,39778.2,9,39778.2,79556.4,521536.4,Partial,RTGS,,TXN403420,Road,EWB9491583,Suresh,Approved,
3260,INV-13260,2024-11-24,2024-11-28,2024-11-29,2024-12-28,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918140296199,I004,Dyed Fabric,Fabric,6005,376,Kg,194,72944,9,6564.96,9,6564.96,13129.92,86073.92,Partial,Cheque,,TXN874806,Road,EWB7913438,Anita,Approved,
3261,INV-13261,2025-07-08,2025-07-13,2025-07-18,2025-08-12,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916304293280,I004,Dyed Fabric,Fabric,6005,606,Kg,273,165438,9,14889.42,9,14889.42,29778.84,195216.84,Partial,UPI,2025-07-13,TXN459274,Courier,EWB6064830,Ravi,Approved,
3262,INV-13262,2026-01-08,2026-01-13,2026-01-16,2026-02-12,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916088412244,I002,Polyester Yarn,Yarn,5402,926,Kg,358,331508,9,29835.72,9,29835.72,59671.44,391179.44,Pending,Cheque,2026-01-13,TXN308836,Courier,EWB6784480,Ravi,Rejected,
3263,INV-13263,2025-08-14,2025-08-19,2025-08-23,2025-09-18,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+916496239881,I004,Dyed Fabric,Fabric,6005,656,Kg,349,228944,9,20604.96,9,20604.96,41209.92,270153.92,Paid,RTGS,,TXN303829,Road,EWB4757833,Anita,Approved,
3264,INV-13264,2024-07-07,2024-07-08,2024-07-14,2024-08-07,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917897549381,I004,Dyed Fabric,Fabric,6005,251,Kg,190,47690,9,4292.1,9,4292.1,8584.2,56274.2,Partial,UPI,,TXN244820,Courier,EWB2371183,Suresh,Rejected,
3265,INV-13265,2024-09-14,2024-09-16,2024-09-23,2024-10-16,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919778828415,I001,Cotton Yarn,Yarn,5205,535,Kg,496,265360,9,23882.4,9,23882.4,47764.8,313124.8,Pending,UPI,2024-09-16,TXN606933,Road,EWB9576166,Anita,Rejected,
3266,INV-13266,2025-10-20,2025-10-24,2025-10-31,2025-11-23,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916645924098,I003,Grey Fabric,Fabric,6006,687,Kg,460,316020,9,28441.8,9,28441.8,56883.6,372903.6,Paid,NEFT,,TXN882007,Courier,EWB4850911,Suresh,Rejected,
3267,INV-13267,2024-06-16,2024-06-18,2024-06-23,2024-07-18,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+916348683066,I005,Knitted Cloth,Fabric,6001,344,Kg,380,130720,9,11764.8,9,11764.8,23529.6,154249.6,Paid,UPI,2024-06-18,TXN400052,Courier,EWB9810799,Suresh,Approved,
3268,INV-13268,2025-01-05,2025-01-06,2025-01-13,2025-02-05,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+917342178163,I001,Cotton Yarn,Yarn,5205,326,Kg,363,118338,9,10650.42,9,10650.42,21300.84,139638.84,Paid,RTGS,,TXN575612,Courier,EWB2134321,Kumar,Approved,
3269,INV-13269,2025-08-20,2025-08-22,2025-08-26,2025-09-21,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917267273058,I005,Knitted Cloth,Fabric,6001,755,Kg,261,197055,9,17734.95,9,17734.95,35469.9,232524.9,Partial,NEFT,2025-08-22,TXN958604,Courier,EWB2815068,Kumar,Rejected,
3270,INV-13270,2024-06-07,2024-06-12,2024-06-13,2024-07-12,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919252511092,I003,Grey Fabric,Fabric,6006,676,Kg,344,232544,9,20928.96,9,20928.96,41857.92,274401.92,Partial,UPI,2024-06-12,TXN905412,Courier,EWB3666970,Kumar,Approved,
3271,INV-13271,2024-08-23,2024-08-28,2024-08-30,2024-09-27,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917297691133,I003,Grey Fabric,Fabric,6006,241,Kg,254,61214,9,5509.26,9,5509.26,11018.52,72232.52,Paid,NEFT,2024-08-28,TXN706561,Courier,EWB1373983,Ravi,Rejected,
3272,INV-13272,2024-02-24,2024-02-27,2024-03-03,2024-03-28,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919897189015,I003,Grey Fabric,Fabric,6006,650,Kg,265,172250,9,15502.5,9,15502.5,31005.0,203255.0,Pending,Cheque,2024-02-27,TXN257257,Road,EWB1986361,Suresh,Rejected,
3273,INV-13273,2025-08-17,2025-08-18,2025-08-20,2025-09-17,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918435159023,I003,Grey Fabric,Fabric,6006,959,Kg,232,222488,9,20023.92,9,20023.92,40047.84,262535.83999999997,Paid,Cheque,2025-08-18,TXN753984,Courier,EWB6903974,Suresh,Approved,
3274,INV-13274,2025-08-14,2025-08-19,2025-08-24,2025-09-18,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918586997476,I003,Grey Fabric,Fabric,6006,996,Kg,471,469116,9,42220.44,9,42220.44,84440.88,553556.88,Paid,NEFT,,TXN314389,Courier,EWB9914245,Kumar,Rejected,
3275,INV-13275,2025-02-02,2025-02-07,2025-02-09,2025-03-09,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918304229306,I003,Grey Fabric,Fabric,6006,116,Kg,321,37236,9,3351.24,9,3351.24,6702.48,43938.479999999996,Paid,RTGS,,TXN773588,Road,EWB6776666,Ravi,Approved,
3276,INV-13276,2024-10-04,2024-10-05,2024-10-12,2024-11-04,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+919933574797,I004,Dyed Fabric,Fabric,6005,334,Kg,337,112558,9,10130.22,9,10130.22,20260.44,132818.44,Partial,RTGS,2024-10-05,TXN385279,Road,EWB1922282,Ravi,Rejected,
3277,INV-13277,2025-02-09,2025-02-13,2025-02-15,2025-03-15,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918843359025,I004,Dyed Fabric,Fabric,6005,583,Kg,429,250107,9,22509.63,9,22509.63,45019.26,295126.26,Pending,RTGS,2025-02-13,TXN556910,Road,EWB3394701,Suresh,Approved,
3278,INV-13278,2025-08-28,2025-09-01,2025-09-02,2025-10-01,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916552191849,I002,Polyester Yarn,Yarn,5402,280,Kg,383,107240,9,9651.6,9,9651.6,19303.2,126543.2,Paid,RTGS,,TXN170046,Courier,EWB7341164,Kumar,Approved,
3279,INV-13279,2025-05-03,2025-05-06,2025-05-09,2025-06-05,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917060566083,I001,Cotton Yarn,Yarn,5205,285,Kg,415,118275,9,10644.75,9,10644.75,21289.5,139564.5,Paid,Cheque,2025-05-06,TXN544797,Courier,EWB2627401,Ravi,Approved,
3280,INV-13280,2024-11-21,2024-11-22,2024-11-29,2024-12-22,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918309022464,I002,Polyester Yarn,Yarn,5402,211,Kg,268,56548,9,5089.32,9,5089.32,10178.64,66726.64,Pending,UPI,2024-11-22,TXN713153,Courier,EWB4492553,Ravi,Approved,
3281,INV-13281,2026-01-28,2026-01-29,2026-02-02,2026-02-28,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918076064880,I002,Polyester Yarn,Yarn,5402,560,Kg,270,151200,9,13608.0,9,13608.0,27216.0,178416.0,Partial,Cheque,2026-01-29,TXN940899,Road,EWB3246477,Ravi,Approved,
3282,INV-13282,2024-06-12,2024-06-16,2024-06-22,2024-07-16,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917486115680,I002,Polyester Yarn,Yarn,5402,597,Kg,250,149250,9,13432.5,9,13432.5,26865.0,176115.0,Partial,NEFT,2024-06-16,TXN901155,Road,EWB1882729,Anita,Approved,
3283,INV-13283,2024-09-11,2024-09-12,2024-09-16,2024-10-12,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917903261444,I001,Cotton Yarn,Yarn,5205,582,Kg,154,89628,9,8066.52,9,8066.52,16133.04,105761.04000000001,Partial,Cheque,2024-09-12,TXN190634,Road,EWB5265692,Anita,Approved,
3284,INV-13284,2026-01-01,2026-01-03,2026-01-06,2026-02-02,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918152224550,I004,Dyed Fabric,Fabric,6005,933,Kg,484,451572,9,40641.48,9,40641.48,81282.96,532854.96,Pending,Cheque,2026-01-03,TXN410285,Road,EWB7945221,Ravi,Rejected,
3285,INV-13285,2024-07-17,2024-07-22,2024-07-25,2024-08-21,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918783110443,I002,Polyester Yarn,Yarn,5402,418,Kg,450,188100,9,16929.0,9,16929.0,33858.0,221958.0,Pending,UPI,,TXN524192,Courier,EWB9770739,Anita,Rejected,
3286,INV-13286,2024-04-11,2024-04-13,2024-04-15,2024-05-13,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+918290854416,I001,Cotton Yarn,Yarn,5205,610,Kg,238,145180,9,13066.2,9,13066.2,26132.4,171312.4,Pending,RTGS,2024-04-13,TXN676892,Road,EWB9580710,Ravi,Approved,
3287,INV-13287,2024-12-27,2024-12-30,2025-01-06,2025-01-29,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917274871743,I004,Dyed Fabric,Fabric,6005,595,Kg,194,115430,9,10388.7,9,10388.7,20777.4,136207.4,Paid,NEFT,2024-12-30,TXN400936,Road,EWB3094813,Anita,Approved,
3288,INV-13288,2025-09-11,2025-09-14,2025-09-20,2025-10-14,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+919067975246,I001,Cotton Yarn,Yarn,5205,391,Kg,240,93840,9,8445.6,9,8445.6,16891.2,110731.2,Partial,NEFT,,TXN691146,Road,EWB8779692,Anita,Rejected,
3289,INV-13289,2025-11-20,2025-11-24,2025-11-29,2025-12-24,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+918263153360,I003,Grey Fabric,Fabric,6006,852,Kg,260,221520,9,19936.8,9,19936.8,39873.6,261393.6,Partial,NEFT,2025-11-24,TXN407156,Courier,EWB2797524,Anita,Rejected,
3290,INV-13290,2025-03-20,2025-03-21,2025-03-23,2025-04-20,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917517445231,I003,Grey Fabric,Fabric,6006,147,Kg,365,53655,9,4828.95,9,4828.95,9657.9,63312.9,Partial,RTGS,,TXN490659,Road,EWB9760108,Anita,Rejected,
3291,INV-13291,2024-02-18,2024-02-19,2024-02-21,2024-03-20,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918481519300,I005,Knitted Cloth,Fabric,6001,916,Kg,390,357240,9,32151.6,9,32151.6,64303.2,421543.2,Paid,Cheque,,TXN660511,Courier,EWB4507801,Kumar,Rejected,
3292,INV-13292,2025-08-08,2025-08-12,2025-08-18,2025-09-11,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+916317140058,I003,Grey Fabric,Fabric,6006,224,Kg,233,52192,9,4697.28,9,4697.28,9394.56,61586.56,Pending,UPI,2025-08-12,TXN299416,Road,EWB5418915,Ravi,Rejected,
3293,INV-13293,2025-07-14,2025-07-18,2025-07-21,2025-08-17,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916138569335,I002,Polyester Yarn,Yarn,5402,756,Kg,172,130032,9,11702.88,9,11702.88,23405.76,153437.76,Pending,NEFT,2025-07-18,TXN250562,Courier,EWB9494791,Ravi,Rejected,
3294,INV-13294,2026-01-23,2026-01-24,2026-01-31,2026-02-23,V002,Sri Yarn Mills,33SRIYM5678Z2,Tamil Nadu,+917159136582,I003,Grey Fabric,Fabric,6006,508,Kg,341,173228,9,15590.52,9,15590.52,31181.04,204409.04,Pending,UPI,2026-01-24,TXN890364,Road,EWB8723826,Ravi,Rejected,
3295,INV-13295,2024-06-22,2024-06-25,2024-07-01,2024-07-25,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+916124017075,I003,Grey Fabric,Fabric,6006,394,Kg,419,165086,9,14857.74,9,14857.74,29715.48,194801.48,Pending,NEFT,2024-06-25,TXN901514,Road,EWB7323579,Suresh,Approved,
3296,INV-13296,2024-04-14,2024-04-18,2024-04-25,2024-05-18,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+919632938754,I002,Polyester Yarn,Yarn,5402,186,Kg,420,78120,9,7030.8,9,7030.8,14061.6,92181.6,Paid,UPI,,TXN224471,Road,EWB1169138,Kumar,Rejected,
3297,INV-13297,2024-10-27,2024-10-28,2024-11-01,2024-11-27,V005,Vijay Spinning,33VIJSP3141Z5,Tamil Nadu,+917854635028,I002,Polyester Yarn,Yarn,5402,880,Kg,416,366080,9,32947.2,9,32947.2,65894.4,431974.4,Paid,RTGS,2024-10-28,TXN547773,Courier,EWB3103406,Anita,Rejected,
3298,INV-13298,2025-12-20,2025-12-21,2025-12-22,2026-01-20,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+917072514462,I003,Grey Fabric,Fabric,6006,192,Kg,247,47424,9,4268.16,9,4268.16,8536.32,55960.32,Partial,Cheque,2025-12-21,TXN937839,Road,EWB9971909,Suresh,Rejected,
3299,INV-13299,2024-08-30,2024-09-03,2024-09-05,2024-10-03,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+917899483586,I005,Knitted Cloth,Fabric,6001,244,Kg,465,113460,9,10211.4,9,10211.4,20422.8,133882.8,Partial,NEFT,2024-09-03,TXN743618,Courier,EWB2098693,Kumar,Approved,
3300,INV-13300,2025-05-09,2025-05-12,2025-05-13,2025-06-11,V003,Lakshmi Fabrics,33LAKFA9101Z3,Tamil Nadu,+918073821045,I005,Knitted Cloth,Fabric,6001,890,Kg,317,282130,9,25391.7,9,25391.7,50783.4,332913.4,Pending,RTGS,2025-05-12,TXN848692,Courier,EWB9704653,Suresh,Approved,
3301,INV-13301,2025-11-06,2025-11-11,2025-11-16,2025-12-11,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+919281482200,I004,Dyed Fabric,Fabric,6005,471,Kg,235,110685,9,9961.65,9,9961.65,19923.3,130608.3,Partial,Cheque,2025-11-11,TXN904232,Road,EWB2926642,Anita,Approved,
3302,INV-13302,2024-09-24,2024-09-28,2024-10-01,2024-10-28,V004,Sakthi Traders,33SAKTR1121Z4,Tamil Nadu,+918466461493,I005,Knitted Cloth,Fabric,6001,541,Kg,156,84396,9,7595.64,9,7595.64,15191.28,99587.28,Pending,UPI,,TXN137780,Courier,EWB5753810,Kumar,Approved,
3303,INV-13303,2025-11-30,2025-12-02,2025-12-07,2026-01-01,V001,ABC Textiles,33ABCDE1234Z1,Tamil Nadu,+918900824872,I003,Grey Fabric,Fabric,6006,471,Kg,284,133764,9,12038.76,9,12038.76,24077.52,157841.52,Pending,NEFT,,TXN803819,Road,EWB5660036,Suresh,Approved,
